event,station,time,phase,amplitude
224,V0407,2024-08-16 11:11:06.746868875,S,3.8156486969451144e-05
198,V0305,2024-08-16 11:10:55.265507498,S,0.0001206531029095261
183,V0412,2024-08-16 11:10:49.783685705,P,0.0002364449644677352
-1,V0304,2024-08-16 11:10:28.554887000,P,2.9930125541414903e-05
13,V0506,2024-08-16 11:09:46.864369685,P,0.0006195269666709323
-1,V0510,2024-08-16 11:10:06.055454000,S,2.854951066047004e-05
-1,V0308,2024-08-16 11:10:37.584617000,P,9.360779803150024e-05
153,V0807,2024-08-16 11:10:39.760263277,P,0.0005339922314392692
46,V0303,2024-08-16 11:10:00.612314732,P,4.9223850904625704e-05
158,V0509,2024-08-16 11:10:41.147177317,S,4.213606631558525e-05
292,V0412,2024-08-16 11:11:34.349847685,S,0.00011095168628976697
212,V0417,2024-08-16 11:11:02.828263134,P,0.00010332646672829679
283,V0508,2024-08-16 11:11:31.492899063,P,8.99054586037202e-05
166,V0505,2024-08-16 11:10:44.896148415,S,0.00022583727117771082
-1,V0808,2024-08-16 11:11:37.355464000,S,0.0002178686400423778
-1,V0509,2024-08-16 11:10:05.285053000,P,0.0004537031485197763
-1,V0505,2024-08-16 11:11:24.142702000,P,0.00014556157803201673
21,V0502,2024-08-16 11:09:50.467130698,S,4.92054773602475e-05
59,V0807,2024-08-16 11:10:04.693326610,P,0.00011629550799461231
222,V0408,2024-08-16 11:11:05.936413208,P,0.00030566587226806674
193,V0403,2024-08-16 11:10:54.259080927,S,3.8391809808433465e-05
238,V0702,2024-08-16 11:11:10.942072654,S,4.649566713630389e-05
-1,V0802,2024-08-16 11:11:31.716574000,P,0.00010454237871327716
230,V0809,2024-08-16 11:11:08.556162010,S,7.636639632234066e-05
2,V0408,2024-08-16 11:09:41.322421489,P,3.602344395287909e-05
266,V0404,2024-08-16 11:11:23.548819811,P,5.828292617156103e-05
127,V0410,2024-08-16 11:10:30.553119823,P,0.000138117822169756
-1,V0305,2024-08-16 11:09:56.921636000,P,0.00012015494908819996
27,V0408,2024-08-16 11:09:51.495899532,P,3.806698140097368e-05
294,V0303,2024-08-16 11:11:36.131205709,P,0.00013216358968242412
-1,V0809,2024-08-16 11:10:30.138635000,S,5.251100519243446e-05
298,V0309,2024-08-16 11:11:37.376530408,P,4.70690035115719e-05
291,V0506,2024-08-16 11:11:34.221128851,P,6.644156776292905e-05
120,V0409,2024-08-16 11:10:26.828095610,S,0.00016672740249318362
-1,V0414,2024-08-16 11:11:32.107514000,P,0.0004280733113073139
285,V0309,2024-08-16 11:11:32.239212900,S,8.721592038210175e-05
213,V0809,2024-08-16 11:11:03.298139691,P,0.003387289293182073
48,V0810,2024-08-16 11:10:01.225485762,P,8.487642935239625e-05
230,V0117,2024-08-16 11:11:08.556153412,S,8.290414908420276e-05
61,V0409,2024-08-16 11:10:07.094648454,S,4.438223516638773e-05
275,V0303,2024-08-16 11:11:28.857422933,P,0.0002448417321209068
130,V0302,2024-08-16 11:10:31.390321718,S,0.00016522603290199407
36,V0403,2024-08-16 11:09:56.307884646,P,4.9038611565176864e-05
82,V0303,2024-08-16 11:10:15.274148363,S,0.00021630706819103585
244,V0410,2024-08-16 11:11:14.272494141,S,5.0366876262811645e-05
79,V0304,2024-08-16 11:10:13.532826209,P,0.00043439492036523005
6,V0109,2024-08-16 11:09:42.986686740,P,6.948453209893475e-05
-1,V0502,2024-08-16 11:10:25.826921000,P,0.00013367119544483317
-1,V0502,2024-08-16 11:10:24.826392000,S,3.7994261813389696e-05
38,V0502,2024-08-16 11:09:57.807936475,S,6.275082051089091e-05
-1,V0302,2024-08-16 11:10:36.052304000,P,8.688601248010782e-05
248,V0310,2024-08-16 11:11:17.424531633,P,3.697481082063263e-05
76,V0403,2024-08-16 11:10:12.925539488,P,3.38428413264025e-05
6,V0409,2024-08-16 11:09:42.986688059,S,0.0002483989623161345
209,V0408,2024-08-16 11:11:02.617833467,P,0.00010290085257823462
2,V0410,2024-08-16 11:09:41.322421772,S,3.823925817862667e-05
201,V0412,2024-08-16 11:10:55.975188222,S,0.0007127277627504506
257,V0505,2024-08-16 11:11:21.116696238,S,0.00011789884256254332
42,V0809,2024-08-16 11:09:59.392058392,P,5.37444489808716e-05
278,V0502,2024-08-16 11:11:28.977360428,S,4.5002427890025096e-05
227,V0802,2024-08-16 11:11:07.974556006,P,6.244095262161873e-05
-1,V0414,2024-08-16 11:10:53.573716000,S,8.054917942587671e-05
76,V0506,2024-08-16 11:10:12.925538736,S,0.00018675160459772396
137,V0417,2024-08-16 11:10:33.713875078,P,5.094811004418385e-05
173,V0505,2024-08-16 11:10:46.141532588,S,0.00012739288966103003
266,V0509,2024-08-16 11:11:23.548816308,P,3.3386268651372356e-05
248,V0414,2024-08-16 11:11:17.424533826,S,8.867044235740063e-05
0,V0404,2024-08-16 11:09:40.780813862,S,5.960418160458469e-05
213,V0307,2024-08-16 11:11:03.298146897,P,0.00029804290158017113
40,V0117,2024-08-16 11:09:58.339532989,P,0.0003345865941897988
8,V0805,2024-08-16 11:09:44.332329895,P,0.0002563824463023508
34,V0408,2024-08-16 11:09:55.750347003,P,7.00725611762055e-05
-1,V0109,2024-08-16 11:10:12.427007000,P,4.653859755378036e-05
37,V0414,2024-08-16 11:09:57.041979399,P,0.00019637773688003856
166,V0807,2024-08-16 11:10:44.896150688,P,6.286301738684408e-05
5,V0510,2024-08-16 11:09:42.198090980,S,4.282997641366709e-05
17,V0810,2024-08-16 11:09:48.320322860,S,5.894186723283885e-05
183,V0310,2024-08-16 11:10:49.783698844,P,4.2982559643086406e-05
-1,V0809,2024-08-16 11:10:12.800297000,P,0.0002888071577030434
55,V0407,2024-08-16 11:10:02.785175888,P,6.115581278069607e-05
281,V0414,2024-08-16 11:11:30.171205467,P,0.00011821299715849377
64,V0302,2024-08-16 11:10:07.432393690,P,0.0002019273822988898
24,V0403,2024-08-16 11:09:50.890515424,P,4.127932422962549e-05
-1,V0404,2024-08-16 11:11:15.070202000,S,0.00042267194609556144
285,V0809,2024-08-16 11:11:32.239193701,P,9.302962106886946e-05
25,V0508,2024-08-16 11:09:51.279277723,P,4.673501922210137e-05
-1,V0303,2024-08-16 11:11:00.309090000,S,7.307704144438816e-05
-1,V0810,2024-08-16 11:10:11.224274000,S,2.0887946249452127e-05
-1,V0807,2024-08-16 11:10:08.438660000,P,2.1649854520212818e-05
173,V0504,2024-08-16 11:10:46.141527948,P,5.9573186647348544e-05
288,V0302,2024-08-16 11:11:32.967241477,S,0.00019224325504042865
163,V0505,2024-08-16 11:10:43.704904535,P,0.0005133898249388914
80,V0802,2024-08-16 11:10:14.747435400,S,3.247261669222114e-05
189,V0404,2024-08-16 11:10:53.024101968,P,3.7219309804413294e-05
278,V0506,2024-08-16 11:11:28.977344250,P,5.5147737228932665e-05
269,V0303,2024-08-16 11:11:26.515496730,P,7.817454265804206e-05
-1,V0410,2024-08-16 11:10:57.169553000,S,0.0007314835969629911
68,V0809,2024-08-16 11:10:08.167425856,P,3.2732779689067234e-05
231,V0504,2024-08-16 11:11:08.895687157,S,0.0001044463586400187
24,V0403,2024-08-16 11:09:50.890516916,S,4.127932422962549e-05
-1,V0102,2024-08-16 11:10:15.107903000,P,0.0013644889129977153
148,V0303,2024-08-16 11:10:39.513522026,P,0.00012095544775322285
239,V0505,2024-08-16 11:11:10.982135707,S,5.029209355020006e-05
129,V0302,2024-08-16 11:10:31.033908764,P,4.7021112441334586e-05
-1,V0417,2024-08-16 11:09:42.292465000,S,9.267474699756062e-05
31,V0403,2024-08-16 11:09:53.774674855,S,6.80432088858324e-05
288,V0412,2024-08-16 11:11:32.967237030,P,0.00019117643457655257
24,V0308,2024-08-16 11:09:50.890506665,P,4.159388478684442e-05
-1,V0812,2024-08-16 11:11:06.474542000,S,0.003001985743599881
208,V0409,2024-08-16 11:11:02.563916609,S,0.00012145881782043338
47,V0809,2024-08-16 11:10:00.669513456,P,0.00011515092238011292
241,V0304,2024-08-16 11:11:11.329079770,S,3.497701515584512e-05
-1,V0704,2024-08-16 11:09:53.618676000,P,0.0003919917245192492
-1,V0306,2024-08-16 11:10:20.745721000,S,0.0007658444620867087
-1,V0117,2024-08-16 11:10:39.912424000,S,1.9640996781437543e-05
106,V0303,2024-08-16 11:10:21.286105010,S,0.00015890860176534638
-1,V0510,2024-08-16 11:11:26.753185000,P,0.00022002317107362658
-1,V0508,2024-08-16 11:11:13.476513000,S,6.339763074038064e-05
-1,V0807,2024-08-16 11:10:57.096782000,P,0.00019571942379171606
224,V0810,2024-08-16 11:11:06.746849032,S,0.0001444035788515217
-1,V0805,2024-08-16 11:10:25.823539000,S,0.0002630082922184862
227,V0812,2024-08-16 11:11:07.974564527,S,0.00012819555947734786
-1,V0807,2024-08-16 11:10:24.666688000,P,4.091157668142267e-05
164,V0307,2024-08-16 11:10:43.959588448,S,0.00010751699954952383
297,V0305,2024-08-16 11:11:37.017092710,S,9.76759468824764e-05
-1,V0802,2024-08-16 11:09:58.580321000,P,0.0002232532683135199
258,V0414,2024-08-16 11:11:21.546817474,P,0.00019771806232139936
164,V0510,2024-08-16 11:10:43.959601281,S,5.385896138786615e-05
-1,V0412,2024-08-16 11:11:14.482008000,P,0.00017162493776219428
107,V0308,2024-08-16 11:10:21.333730527,S,3.843034663953232e-05
119,V0510,2024-08-16 11:10:26.312801256,S,4.790221578150443e-05
36,V0412,2024-08-16 11:09:56.307873342,P,0.0003333205332396419
235,V0810,2024-08-16 11:11:10.338037369,P,0.00043134170062128843
45,V0410,2024-08-16 11:10:00.468123005,S,7.239244028200091e-05
262,V0504,2024-08-16 11:11:22.347981194,P,3.235843787753116e-05
-1,V0410,2024-08-16 11:09:56.822082000,S,0.00012449740461847913
216,V0812,2024-08-16 11:11:04.075020467,P,3.2590351414172296e-05
-1,V0412,2024-08-16 11:10:22.243926000,S,3.890757086349448e-05
-1,V0807,2024-08-16 11:11:03.545288000,S,2.6510990985047107e-05
80,V0409,2024-08-16 11:10:14.747423385,S,0.0002666391631257992
145,V0303,2024-08-16 11:10:37.572177905,P,0.0021182021742598795
158,V0505,2024-08-16 11:10:41.147161243,P,0.00011399496283238619
228,V0417,2024-08-16 11:11:08.158878367,S,9.737886417204901e-05
272,V0304,2024-08-16 11:11:26.951680703,S,0.0002587344428408107
-1,V0117,2024-08-16 11:09:47.772073000,S,2.0780253331449752e-05
292,V0508,2024-08-16 11:11:34.349845608,P,6.543950931376841e-05
79,V0810,2024-08-16 11:10:13.532832953,P,9.830852588726832e-05
-1,V0807,2024-08-16 11:11:11.977070000,P,6.773130872018035e-05
175,V0812,2024-08-16 11:10:47.281409775,P,0.0004141932379109805
219,V0807,2024-08-16 11:11:04.206119950,P,0.00018401879000413756
102,V0810,2024-08-16 11:10:19.997328169,P,4.255008278716918e-05
91,V0409,2024-08-16 11:10:17.698076083,P,8.546659183756016e-05
146,V0505,2024-08-16 11:10:37.649688213,S,0.0003150119722779278
81,V0305,2024-08-16 11:10:14.871410228,S,5.333833206068936e-05
96,V0304,2024-08-16 11:10:19.114561542,S,0.00038223867139551906
-1,V0104,2024-08-16 11:10:30.044435000,P,0.00020580170515646924
245,V0409,2024-08-16 11:11:14.755728135,P,0.00019569796600332575
294,V0506,2024-08-16 11:11:36.131208498,S,0.0002584635706801919
-1,V0404,2024-08-16 11:10:26.015287000,P,0.0007619154747788093
298,V0802,2024-08-16 11:11:37.376549968,S,3.324066422713053e-05
231,V0505,2024-08-16 11:11:08.895683158,S,0.0002988389891754762
-1,V0309,2024-08-16 11:10:38.137411000,P,7.214593283918035e-05
124,V0308,2024-08-16 11:10:29.732390271,S,0.00011859888351657387
206,V0303,2024-08-16 11:10:58.436469813,P,0.0002173225279929638
5,V0412,2024-08-16 11:09:42.198083626,P,0.00012813917983724908
15,V0502,2024-08-16 11:09:47.435320404,S,6.887708752096621e-05
275,V0502,2024-08-16 11:11:28.857424098,P,0.00019969208480335857
-1,V0414,2024-08-16 11:10:34.492390000,P,0.0001285694832894498
148,V0403,2024-08-16 11:10:39.513553681,S,4.480782316750291e-05
50,V0310,2024-08-16 11:10:01.660454070,S,4.066285389710867e-05
271,V0117,2024-08-16 11:11:26.882675443,P,0.0005157378346872118
224,V0414,2024-08-16 11:11:06.746852432,S,0.0003085311071476841
235,V0809,2024-08-16 11:11:10.338038320,S,0.0011192684276361423
-1,V0104,2024-08-16 11:10:39.628865000,S,0.0005021387061465031
286,V0810,2024-08-16 11:11:32.402557620,S,6.343696076497776e-05
-1,V0808,2024-08-16 11:11:03.884629000,P,0.00010138728219773368
26,V0310,2024-08-16 11:09:51.349555926,P,6.685184865627804e-05
97,V0409,2024-08-16 11:10:19.236135652,P,8.347266225401191e-05
12,V0802,2024-08-16 11:09:46.100957955,S,3.665459644216262e-05
78,V0417,2024-08-16 11:10:13.526722726,S,0.00035777444017553116
12,V0509,2024-08-16 11:09:46.100950825,S,5.75904858788108e-05
-1,V0402,2024-08-16 11:10:53.423043000,P,0.00019768269287165666
-1,V0303,2024-08-16 11:11:11.533168000,S,6.44899806409496e-05
-1,V0402,2024-08-16 11:10:16.226351000,P,5.549333080388059e-05
174,V0407,2024-08-16 11:10:46.597376867,P,9.246877625877976e-05
264,V0410,2024-08-16 11:11:23.037838856,S,0.00015861527694559154
-1,V0704,2024-08-16 11:10:35.288999000,P,0.0005470461233890181
289,V0104,2024-08-16 11:11:33.006431591,P,4.6509583731506665e-05
91,V0505,2024-08-16 11:10:17.698078411,P,0.00011647103808491341
288,V0303,2024-08-16 11:11:32.967241052,S,0.0001419597419998423
236,V0506,2024-08-16 11:11:10.609543508,S,0.00018263669080487973
-1,V0417,2024-08-16 11:11:15.047958000,S,0.0005111123556778466
-1,V0704,2024-08-16 11:10:12.911459000,P,3.475778423998268e-05
-1,V0117,2024-08-16 11:11:32.053467000,P,0.00011308162322761905
5,V0702,2024-08-16 11:09:42.198088972,P,3.6991358582052233e-05
98,V0117,2024-08-16 11:10:19.259671242,P,6.794965096570937e-05
-1,V0412,2024-08-16 11:10:56.477342000,S,0.00010255412012527782
225,V0117,2024-08-16 11:11:07.772276090,S,0.00010134902648324391
-1,V0302,2024-08-16 11:09:40.867462000,S,0.00027445048086816953
-1,V0102,2024-08-16 11:09:44.446343000,P,5.736766366376336e-05
-1,V0307,2024-08-16 11:10:29.056090000,P,9.615032055874072e-05
-1,V0307,2024-08-16 11:10:34.815956000,S,0.00027690133321239775
48,V0505,2024-08-16 11:10:01.225499008,S,0.00010948403036628868
-1,V0811,2024-08-16 11:09:59.672052000,S,1.9552041893747455e-05
3,V0805,2024-08-16 11:09:41.559758543,P,8.7032450117695e-05
-1,V0808,2024-08-16 11:11:31.597381000,P,0.0007437975439328817
94,V0502,2024-08-16 11:10:18.720088198,P,4.139378848371775e-05
194,V0809,2024-08-16 11:10:54.563680550,S,8.909744951635188e-05
234,V0402,2024-08-16 11:11:09.597926235,P,4.307174386711057e-05
245,V0102,2024-08-16 11:11:14.755741472,P,5.342295837521376e-05
238,V0508,2024-08-16 11:11:10.942054328,S,0.00031232673168244676
52,V0805,2024-08-16 11:10:02.283061859,P,9.445016988382048e-05
-1,V0802,2024-08-16 11:10:04.300081000,P,7.47068422091592e-05
276,V0811,2024-08-16 11:11:28.914354275,P,0.00012030276575341191
78,V0304,2024-08-16 11:10:13.526702921,P,0.00012109299755930388
116,V0508,2024-08-16 11:10:25.224414567,P,5.60646220275413e-05
-1,V0308,2024-08-16 11:11:33.414754000,S,0.0005162255098529099
210,V0307,2024-08-16 11:11:02.765167471,S,0.00018480272391953258
1,V0303,2024-08-16 11:09:40.919858180,P,0.001144005748365389
72,V0307,2024-08-16 11:10:10.400384631,P,4.875546469564056e-05
73,V0505,2024-08-16 11:10:10.729349271,S,0.00020728902017650623
-1,V0412,2024-08-16 11:10:36.202804000,P,0.003029220542247367
57,V0407,2024-08-16 11:10:04.265894006,P,5.579662589286899e-05
234,V0509,2024-08-16 11:11:09.597940137,S,7.772274010571273e-05
51,V0412,2024-08-16 11:10:01.808583566,S,0.00018398026447224693
-1,V0302,2024-08-16 11:11:13.422303000,S,3.154974691752229e-05
-1,V0811,2024-08-16 11:11:25.948238000,P,0.00043196931055806953
203,V0309,2024-08-16 11:10:56.833320044,S,7.370240717857252e-05
-1,V0408,2024-08-16 11:10:36.198804000,P,0.0006595491561942279
25,V0702,2024-08-16 11:09:51.279286911,P,4.2736400483136554e-05
19,V0302,2024-08-16 11:09:49.678839299,S,0.00015920329265757405
198,V0414,2024-08-16 11:10:55.265495416,P,0.00010136042008848325
85,V0308,2024-08-16 11:10:15.666158121,P,4.2061670331346315e-05
35,V0812,2024-08-16 11:09:55.787679623,P,3.9274723653530325e-05
-1,V0410,2024-08-16 11:10:01.790074000,S,7.012429823354533e-05
-1,V0510,2024-08-16 11:11:13.001599000,S,0.0003367165264138714
283,V0117,2024-08-16 11:11:31.492896731,P,3.216434776041588e-05
103,V0306,2024-08-16 11:10:20.370893743,P,9.887112182254073e-05
110,V0504,2024-08-16 11:10:22.929078610,P,8.632195434824738e-05
-1,V0802,2024-08-16 11:09:40.784305000,P,0.00023030184476022583
218,V0304,2024-08-16 11:11:04.105736580,P,0.00013203292420607238
-1,V0307,2024-08-16 11:09:48.712991000,P,0.00019104456700759782
54,V0510,2024-08-16 11:10:02.555829708,P,8.409190488425964e-05
109,V0808,2024-08-16 11:10:21.656547630,S,0.00032490208421212557
51,V0117,2024-08-16 11:10:01.808587592,S,0.0001753509995671378
267,V0810,2024-08-16 11:11:24.550117448,P,3.51790269638695e-05
165,V0505,2024-08-16 11:10:44.474195265,P,0.0001496785050906127
15,V0304,2024-08-16 11:09:47.435297908,P,0.00045187288785645565
-1,V0407,2024-08-16 11:10:49.557164000,S,3.508787335301581e-05
168,V0117,2024-08-16 11:10:45.052407089,P,3.823740425388249e-05
134,V0303,2024-08-16 11:10:32.818158582,P,0.0012454576451616751
11,V0304,2024-08-16 11:09:45.782552470,S,8.250642537400521e-05
188,V0508,2024-08-16 11:10:52.732757071,P,0.00010112413889501877
251,V0302,2024-08-16 11:11:19.575606837,S,8.514956935220868e-05
50,V0702,2024-08-16 11:10:01.660439421,P,5.297488779394868e-05
265,V0510,2024-08-16 11:11:23.067569312,P,3.606680543159041e-05
-1,V0306,2024-08-16 11:10:17.672157000,S,0.0002049516060321519
-1,V0704,2024-08-16 11:10:28.036523000,S,3.557485738630125e-05
-1,V0810,2024-08-16 11:09:47.246037000,S,8.848284384935291e-05
131,V0309,2024-08-16 11:10:31.726329771,S,4.861601109986036e-05
84,V0308,2024-08-16 11:10:15.441928588,S,6.520936350480249e-05
4,V0109,2024-08-16 11:09:41.778224924,P,0.00010824446822897563
250,V0702,2024-08-16 11:11:18.728763623,S,4.696685990803041e-05
226,V0305,2024-08-16 11:11:07.781094698,P,6.137183110204717e-05
184,V0408,2024-08-16 11:10:51.191232500,P,0.0001212235962410677
121,V0412,2024-08-16 11:10:26.840002519,P,0.00020919118253329199
278,V0410,2024-08-16 11:11:28.977343043,P,0.0002594795519139312
150,V0404,2024-08-16 11:10:39.577207301,S,3.615524660993821e-05
278,V0303,2024-08-16 11:11:28.977346730,P,0.00021995787865188376
81,V0306,2024-08-16 11:10:14.871401250,P,7.249893667125167e-05
-1,V0702,2024-08-16 11:11:15.989395000,S,0.0002197116719368019
-1,V0506,2024-08-16 11:09:57.682138000,P,0.00042039163562765174
278,V0409,2024-08-16 11:11:28.977347640,S,0.00019356410699279388
185,V0809,2024-08-16 11:10:51.677493301,S,6.770897930987227e-05
256,V0508,2024-08-16 11:11:20.950718095,S,5.4303466435870246e-05
245,V0505,2024-08-16 11:11:14.755732230,S,0.0002955377837177562
12,V0306,2024-08-16 11:09:46.100949499,S,9.007933069421476e-05
-1,V0308,2024-08-16 11:10:54.565175000,P,0.0003433492732559577
181,V0811,2024-08-16 11:10:48.997153535,P,6.284039090381123e-05
14,V0505,2024-08-16 11:09:47.318158497,S,0.00013695046682333508
292,V0404,2024-08-16 11:11:34.349868600,S,3.433221090285289e-05
168,V0104,2024-08-16 11:10:45.052422787,P,4.0623192895450664e-05
-1,V0109,2024-08-16 11:10:38.575959000,S,3.166941538684971e-05
293,V0502,2024-08-16 11:11:34.385369715,S,4.7718883438882724e-05
1,V0310,2024-08-16 11:09:40.919870449,P,4.5957824982926205e-05
-1,V0812,2024-08-16 11:10:55.430886000,P,0.0001520798589680119
124,V0305,2024-08-16 11:10:29.732383484,S,0.00036626959302545444
130,V0805,2024-08-16 11:10:31.390322270,S,3.472820375884366e-05
-1,V0105,2024-08-16 11:10:19.465166000,P,0.0001109638539676907
-1,V0502,2024-08-16 11:11:35.036838000,P,8.141975007797224e-05
26,V0117,2024-08-16 11:09:51.349540357,P,6.89441840116252e-05
140,V0811,2024-08-16 11:10:36.639866004,S,5.859735608437346e-05
30,V0102,2024-08-16 11:09:52.933674329,S,3.320113801286611e-05
78,V0109,2024-08-16 11:10:13.526716845,S,0.00031760499654437515
195,V0504,2024-08-16 11:10:54.568795062,S,0.0001309676930071692
-1,V0412,2024-08-16 11:10:52.730786000,P,0.0002905875630462038
129,V0807,2024-08-16 11:10:31.033908785,P,0.00014041708946497955
294,V0811,2024-08-16 11:11:36.131209152,P,0.00018087056964561228
50,V0305,2024-08-16 11:10:01.660436042,P,0.0005458418812466146
292,V0508,2024-08-16 11:11:34.349856114,S,6.543950931376841e-05
201,V0502,2024-08-16 11:10:55.975209121,S,9.039799197182592e-05
192,V0808,2024-08-16 11:10:53.944947315,S,0.00015268639438727595
93,V0504,2024-08-16 11:10:18.640105991,S,4.4517756364517175e-05
114,V0812,2024-08-16 11:10:24.897506397,S,7.067419277152138e-05
-1,V0102,2024-08-16 11:10:03.806493000,S,0.0003680375800082751
200,V0407,2024-08-16 11:10:55.551077487,P,0.0001716460138805051
103,V0303,2024-08-16 11:10:20.370896200,P,8.143497094194096e-05
205,V0408,2024-08-16 11:10:57.770635310,P,8.872140543014487e-05
138,V0404,2024-08-16 11:10:34.823377703,P,9.594572977673376e-05
-1,V0409,2024-08-16 11:10:10.451426000,P,6.636388022222963e-05
-1,V0807,2024-08-16 11:10:50.818341000,P,9.993095367388887e-05
0,V0117,2024-08-16 11:09:40.780816722,S,0.00022475998748830962
19,V0807,2024-08-16 11:09:49.678839359,S,3.4503620205162514e-05
55,V0805,2024-08-16 11:10:02.785176329,S,0.00010551179184738809
242,V0509,2024-08-16 11:11:14.002467504,S,5.578227377061198e-05
-1,V0308,2024-08-16 11:11:03.841139000,P,0.00035292337419447596
95,V0412,2024-08-16 11:10:18.789957502,P,7.752182449614743e-05
244,V0809,2024-08-16 11:11:14.272507702,S,6.496799919615579e-05
92,V0304,2024-08-16 11:10:17.938560701,S,0.000402118994575648
17,V0305,2024-08-16 11:09:48.320323302,S,0.0002794511305452081
-1,V0802,2024-08-16 11:11:07.876024000,P,0.00010544476842742365
-1,V0502,2024-08-16 11:10:05.024001000,P,0.0002009390130617906
235,V0502,2024-08-16 11:11:10.338044176,P,7.971210416437562e-05
75,V0410,2024-08-16 11:10:12.194376176,S,0.00018699393673562447
-1,V0506,2024-08-16 11:11:30.566149000,S,0.00016646459798209118
73,V0410,2024-08-16 11:10:10.729343663,P,4.634788919827023e-05
293,V0505,2024-08-16 11:11:34.385353990,S,0.00016973229460835935
204,V0414,2024-08-16 11:10:57.756395320,S,3.868175054023601e-05
139,V0812,2024-08-16 11:10:35.221128798,S,5.470859849648947e-05
131,V0508,2024-08-16 11:10:31.726304852,P,3.626056185707229e-05
221,V0506,2024-08-16 11:11:05.848050422,S,0.00013014347615905727
42,V0703,2024-08-16 11:09:59.392062581,P,5.0596094245586936e-05
17,V0302,2024-08-16 11:09:48.320320173,P,6.0752906821219403e-05
-1,V0307,2024-08-16 11:10:17.654495000,P,2.1367224002878072e-05
109,V0805,2024-08-16 11:10:21.656536516,P,9.159592801879639e-05
-1,V0306,2024-08-16 11:11:39.484160000,S,8.046937340973909e-05
-1,V0407,2024-08-16 11:09:40.085806000,S,0.00023474722563223666
286,V0304,2024-08-16 11:11:32.402548801,P,6.335381260822065e-05
297,V0807,2024-08-16 11:11:37.017095221,S,9.578872285023672e-05
188,V0302,2024-08-16 11:10:52.732770333,S,0.00020849553412492224
-1,V0310,2024-08-16 11:10:35.196610000,S,3.9309566027260144e-05
-1,V0310,2024-08-16 11:11:27.078465000,P,4.302485247482882e-05
-1,V0402,2024-08-16 11:10:38.263965000,S,5.087913294314656e-05
94,V0811,2024-08-16 11:10:18.720088038,S,7.634951103448965e-05
215,V0417,2024-08-16 11:11:03.969463864,P,6.697025157654833e-05
238,V0502,2024-08-16 11:11:10.942071759,S,0.0001636454298322831
53,V0409,2024-08-16 11:10:02.360884596,S,0.00016433339480942218
52,V0306,2024-08-16 11:10:02.283059995,P,0.0001470268689007164
192,V0303,2024-08-16 11:10:53.944947375,S,5.321441801973261e-05
-1,V0811,2024-08-16 11:11:09.230878000,S,6.677594502604847e-05
-1,V0102,2024-08-16 11:11:02.931978000,S,6.736140422354253e-05
-1,V0811,2024-08-16 11:11:25.122284000,S,8.567173642244623e-05
284,V0305,2024-08-16 11:11:32.019572428,P,0.00019935307428521073
-1,V0510,2024-08-16 11:11:18.235223000,P,9.630049962094695e-05
-1,V0117,2024-08-16 11:10:04.472077000,P,6.334450063121717e-05
-1,V0506,2024-08-16 11:09:53.141822000,P,0.0005451295693553772
192,V0504,2024-08-16 11:10:53.944941264,P,0.00011166479655694532
-1,V0117,2024-08-16 11:10:20.904140000,P,7.780352875995246e-05
-1,V0417,2024-08-16 11:10:15.986909000,P,0.0018123577012083803
3,V0302,2024-08-16 11:09:41.559761757,S,0.0001496363005887516
122,V0502,2024-08-16 11:10:27.072772905,P,0.00010352623190801957
18,V0504,2024-08-16 11:09:49.437873926,S,0.00013595556820532513
116,V0505,2024-08-16 11:10:25.224406137,P,0.0001358288513282436
281,V0805,2024-08-16 11:11:30.171211747,S,4.0358238212097734e-05
23,V0504,2024-08-16 11:09:50.571566550,S,0.00023992610535611262
282,V0304,2024-08-16 11:11:30.188191742,S,0.00020038161596253447
167,V0304,2024-08-16 11:10:45.014307559,P,6.68949292194643e-05
-1,V0810,2024-08-16 11:10:57.010447000,S,4.2349826862447656e-05
-1,V0811,2024-08-16 11:09:55.405670000,P,5.794974858390378e-05
-1,V0303,2024-08-16 11:10:53.936006000,S,1.9888161892878067e-05
-1,V0402,2024-08-16 11:09:48.547601000,S,9.728679617970358e-05
294,V0306,2024-08-16 11:11:36.131205917,P,0.00017874238452140096
-1,V0408,2024-08-16 11:10:27.494926000,P,9.844799603288796e-05
-1,V0807,2024-08-16 11:11:22.922855000,P,7.331726427687145e-05
110,V0410,2024-08-16 11:10:22.929084649,S,0.000181693148107674
157,V0409,2024-08-16 11:10:40.371164195,P,4.84910796626882e-05
95,V0109,2024-08-16 11:10:18.789970974,S,3.880733584537202e-05
7,V0117,2024-08-16 11:09:43.463431312,P,0.00016951964852701147
-1,V0811,2024-08-16 11:10:06.074068000,P,0.0001525882741099619
-1,V0811,2024-08-16 11:10:36.710278000,P,0.0001735886979466109
152,V0407,2024-08-16 11:10:39.641137631,S,6.136311105466057e-05
-1,V0404,2024-08-16 11:10:08.606565000,P,0.0001192993052446932
233,V0117,2024-08-16 11:11:09.503254042,P,0.0004344565988381124
257,V0414,2024-08-16 11:11:21.116694145,S,0.0001083682600626527
125,V0109,2024-08-16 11:10:29.927156679,P,3.424345552832192e-05
23,V0117,2024-08-16 11:09:50.571564880,P,6.995733137798157e-05
81,V0508,2024-08-16 11:10:14.871403839,S,0.00038359748512904935
-1,V0510,2024-08-16 11:10:30.305344000,S,2.8142486109368818e-05
115,V0417,2024-08-16 11:10:25.084890304,S,3.603368962031103e-05
